Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
36,coffee_coffee_pots_and_pans_pots_and_pan_coffee_co,Link,"Coffee
Coffee - Coffee
Coffee
Pots and Pans
Pots and Pans
Kettles
Kettles",await page.getByLabel('Coffee'),"//div[@id='CardInstanceGR2v2JSH0RFTEQzyiRvJKw']/div[contains(@class, 'a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4')][2]/div[contains(@class, 'a-section a-spacing-top-base')][2]/div[contains(@class, 'a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ _quad-category-card_desktopStyle_leftMost__1LmQB')][1]/a[contains(@class, 'a-link-normal aok-block a-text-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[3]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstanceGR2v2JSH0RFTEQzyiRvJKw > div.a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4:nth-of-type(2) > div.a-section a-spacing-top-base:nth-of-type(2) > div.a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ _quad-category-card_desktopStyle_leftMost__1LmQB > a.a-link-normal aok-block a-text-normal,,,a-link-normal aok-block a-text-normal,"(974.5, 670.5)",99.8125 × 94.5,95
37,pots_and_pans_pots_and_pans,Link,"Pots and Pans
Pots and Pans - Coffee
Coffee
Pots and Pans
Pots and Pans
Kettles
Kettles",await page.getByLabel('Pots and Pans'),"//div[@id='CardInstanceGR2v2JSH0RFTEQzyiRvJKw']/div[contains(@class, 'a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4')][2]/div[contains(@class, 'a-section a-spacing-top-base')][2]/div[contains(@class, 'a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ')][2]/a[contains(@class, 'a-link-normal aok-block a-text-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[3]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstanceGR2v2JSH0RFTEQzyiRvJKw > div.a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4:nth-of-type(2) > div.a-section a-spacing-top-base:nth-of-type(2) > div.a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ:nth-of-type(2) > a.a-link-normal aok-block a-text-normal,,,a-link-normal aok-block a-text-normal,"(1079.578125, 670.5)",99.8125 × 94.5,95
38,coffee_coffee_pots_and_pans_pots_and_pan_kettles_k,Link,"Kettles
Kettles - Coffee
Coffee
Pots and Pans
Pots and Pans
Kettles
Kettles",await page.getByLabel('Kettles'),"//div[@id='CardInstanceGR2v2JSH0RFTEQzyiRvJKw']/div[contains(@class, 'a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4')][2]/div[contains(@class, 'a-section a-spacing-top-base')][2]/div[contains(@class, 'a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ')][3]/a[contains(@class, 'a-link-normal aok-block a-text-normal')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[3]/div[1]/div[2]/div[2]/div[3]/a[1],div#CardInstanceGR2v2JSH0RFTEQzyiRvJKw > div.a-cardui-body _quad-category-card_desktopStyle_cardBody__3Rdh1 _quad-category-card_fluid_fluidCardBody__3TzJ4:nth-of-type(2) > div.a-section a-spacing-top-base:nth-of-type(2) > div.a-section a-spacing-none _quad-category-card_desktopStyle_category__3flCQ:nth-of-type(3) > a.a-link-normal aok-block a-text-normal,,,a-link-normal aok-block a-text-normal,"(1184.65625, 670.5)",99.8125 × 94.5,95
39,see_all_deals_see_all_deals,Link,"See all deals
See all deals - Shop Fashion for less",await page.getByLabel('Shop Fashion for less - See all deals'),"//div[@id='CardInstanceE3bVnLEDJdcyYzSI0RyTKw']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[2]/div[1]/div[3]/a[1],div#CardInstanceE3bVnLEDJdcyYzSI0RyTKw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(604.5, 792.109375)",310 × 16.890625,95
40,explore_all_products_in_kitchen_explore,Link,"Explore all products in Kitchen
Explore all products in Kitchen - Get your game on",await page.locator('div#CardInstanceGR2v2JSH0RFTEQzyiRvJKw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block see-more footerLink'),"//div[@id='CardInstanceGR2v2JSH0RFTEQzyiRvJKw']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block see-more footerLink')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[3]/div[1]/div[3]/a[1],div#CardInstanceGR2v2JSH0RFTEQzyiRvJKw > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block see-more footerLink,,,a-link-normal aok-block see-more footerLink,"(974.5, 792.109375)",310 × 16.890625,80
41,shop_father_s_day_gifts_shop_father_s_da,Link,"Shop Father's Day gifts
Shop Father's Day gifts - Grilling must-haves for Dads",await page.getByLabel('Grilling must-haves for Dads - Shop Father's Day gifts'),"//div[@id='CardInstancezF3z5KITJ1rJNTF0hy4j3A']/div[contains(@class, 'a-cardui-footer')][3]/a[contains(@class, 'a-link-normal aok-block')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[4]/div[1]/div[3]/a[1],div#CardInstancezF3z5KITJ1rJNTF0hy4j3A > div.a-cardui-footer:nth-of-type(3) > a.a-link-normal aok-block,,,a-link-normal aok-block,"(1344.5, 792.109375)",310 × 16.890625,95
42,new_home_arrivals_under_50_h2,Interactive Element,New home arrivals under $50 - Get your game on,await page.getByText('New home arrivals under $50'),"//div[@id='CardInstance-nZCytx5HpxTNlkVzxCUQA']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[5]/div[1]/div[1]/h2[1],div#CardInstance-nZCytx5HpxTNlkVzxCUQA > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(234.5, 869)",310 × 27.296875,85
43,get_your_game_on_shop_father_s_day_deals_h2,Interactive Element,Shop Father's Day deals - Get your game on,await page.getByText('Shop Father\'s Day deals'),"//div[@id='CardInstancenjW8X-9xmeujSIKUQuffEQ']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[6]/div[1]/div[1]/h2[1],div#CardInstancenjW8X-9xmeujSIKUQuffEQ > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(604.5, 869)",310 × 27.296875,85
44,get_your_game_on_fashion_trends_you_like_h2,Interactive Element,Fashion trends you like - Get your game on,await page.getByText('Fashion trends you like'),"//div[@id='CardInstancerKMq058Mmkx42f4y2vyzqg']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[7]/div[1]/div[1]/h2[1],div#CardInstancerKMq058Mmkx42f4y2vyzqg > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(974.5, 869)",310 × 27.296875,85
45,easy_updates_for_elevated_spaces_h2,Interactive Element,Easy updates for elevated spaces - Get your game on,await page.getByText('Easy updates for elevated spaces'),"//div[@id='CardInstancegduYS9Cqb80QJBC53SrRtg']/div[contains(@class, 'a-cardui-header')][1]/h2[contains(@class, 'a-color-base headline truncate-2line')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[8]/div[1]/div[1]/h2[1],div#CardInstancegduYS9Cqb80QJBC53SrRtg > div.a-cardui-header > h2.a-color-base headline truncate-2line,,,a-color-base headline truncate-2line,"(1344.5, 869)",310 × 54.59375,85
46,new_home_arrivals_under_50_kitchen_dining,Link,Kitchen & Dining - New home arrivals under $50,await page.getByLabel('Kitchen & dining'),"//div[@id='CardInstance-nZCytx5HpxTNlkVzxCUQA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[5]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstance-nZCytx5HpxTNlkVzxCUQA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(234.5, 906.296875)",147.25 × 115.84375,95
47,new_home_arrivals_under_50_home_improvement,Link,Home Improvement - New home arrivals under $50,await page.getByLabel('Home improvement'),"//div[@id='CardInstance-nZCytx5HpxTNlkVzxCUQA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[5]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstance-nZCytx5HpxTNlkVzxCUQA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(397.25, 906.296875)",147.25 × 115.84375,95
48,shop_father_s_day_deals_apparel,Link,Apparel - Shop Father's Day deals,await page.getByLabel('Apparel').nth(0),"//div[@id='CardInstancenjW8X-9xmeujSIKUQuffEQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[6]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstancenjW8X-9xmeujSIKUQuffEQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(604.5, 906.296875)",147.25 × 115.84375,95
49,shop_father_s_day_deals_personal_care,Link,Personal Care - Shop Father's Day deals,await page.getByLabel('Personal Care'),"//div[@id='CardInstancenjW8X-9xmeujSIKUQuffEQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[6]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstancenjW8X-9xmeujSIKUQuffEQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(767.25, 906.296875)",147.25 × 115.84375,95
50,fashion_trends_you_like_dresses,Link,Dresses - Fashion trends you like,await page.getByLabel('Dresses'),"//div[@id='CardInstancerKMq058Mmkx42f4y2vyzqg']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[7]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstancerKMq058Mmkx42f4y2vyzqg > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(974.5, 906.296875)",147.25 × 115.84375,95
51,fashion_trends_you_like_knits,Link,Knits - Fashion trends you like,await page.getByLabel('Knits'),"//div[@id='CardInstancerKMq058Mmkx42f4y2vyzqg']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[7]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstancerKMq058Mmkx42f4y2vyzqg > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1137.25, 906.296875)",147.25 × 115.84375,95
52,easy_updates_for_elevated_spaces_baskets_hampers,Link,Baskets & hampers - Easy updates for elevated spaces,await page.getByLabel('Baskets & hampers'),"//div[@id='CardInstancegduYS9Cqb80QJBC53SrRtg']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[8]/div[1]/div[2]/div[1]/div[1]/a[1],div#CardInstancegduYS9Cqb80QJBC53SrRtg > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1344.5, 933.59375)",147.25 × 102.203125,95
53,easy_updates_for_elevated_spaces_hardware,Link,Hardware - Easy updates for elevated spaces,await page.getByLabel('Hardware'),"//div[@id='CardInstancegduYS9Cqb80QJBC53SrRtg']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL')][1]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[8]/div[1]/div[2]/div[1]/div[2]/a[1],div#CardInstancegduYS9Cqb80QJBC53SrRtg > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section a-spacing-small _Zmx1a_gridRowOne_1t0zL > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(1507.25, 933.59375)",147.25 × 102.203125,95
54,new_home_arrivals_under_50_d_cor,Link,Décor - New home arrivals under $50,await page.getByLabel('Décor'),"//div[@id='CardInstance-nZCytx5HpxTNlkVzxCUQA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[5]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstance-nZCytx5HpxTNlkVzxCUQA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(234.5, 1066.140625)",147.25 × 115.84375,95
55,new_home_arrivals_under_50_bedding_bath,Link,Bedding & Bath - New home arrivals under $50,await page.getByLabel('Bedding & bath'),"//div[@id='CardInstance-nZCytx5HpxTNlkVzxCUQA']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[5]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstance-nZCytx5HpxTNlkVzxCUQA > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(397.25, 1066.140625)",147.25 × 115.84375,95
56,shop_father_s_day_deals_tech,Link,Tech - Shop Father's Day deals,await page.getByLabel('Tech'),"//div[@id='CardInstancenjW8X-9xmeujSIKUQuffEQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[6]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstancenjW8X-9xmeujSIKUQuffEQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(604.5, 1066.140625)",147.25 × 115.84375,95
57,shop_father_s_day_deals_shoes,Link,Shoes - Shop Father's Day deals,await page.getByLabel('Shoes'),"//div[@id='CardInstancenjW8X-9xmeujSIKUQuffEQ']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n')][2]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[6]/div[1]/div[2]/div[2]/div[2]/a[1],div#CardInstancenjW8X-9xmeujSIKUQuffEQ > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_rightQuadrant_PI01n:nth-of-type(2) > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(767.25, 1066.140625)",147.25 × 115.84375,95
58,fashion_trends_you_like_jackets,Link,Jackets - Fashion trends you like,await page.getByLabel('Jackets'),"//div[@id='CardInstancerKMq058Mmkx42f4y2vyzqg']/div[contains(@class, '_Zmx1a_fluidQuadImageLabelBody_3tld0')][2]/div[contains(@class, 'a-section _Zmx1a_gridRowTwo_15woW')][2]/div[contains(@class, 'a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp')][1]/a[contains(@class, 'a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window')]",/html[1]/body[1]/div[1]/div[1]/div[2]/div[2]/div[7]/div[1]/div[2]/div[2]/div[1]/a[1],div#CardInstancerKMq058Mmkx42f4y2vyzqg > div._Zmx1a_fluidQuadImageLabelBody_3tld0:nth-of-type(2) > div.a-section _Zmx1a_gridRowTwo_15woW:nth-of-type(2) > div.a-section a-spacing-none _Zmx1a_quadrantContainer_3TMqG _Zmx1a_leftQuadrant_21nVp > a.a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,,,a-link-normal _Zmx1a_centerImage_30wh- aok-block image-window,"(974.5, 1066.140625)",147.25 × 115.84375,95
